C0_CD4_FOXP3_nam,C0_CD4_FOXP3_pva,C0_CD4_FOXP3_log,C1_CD4_CCR7_nam,C1_CD4_CCR7_pva,C1_CD4_CCR7_log,C2_CD8_GZMK_nam,C2_CD8_GZMK_pva,C2_CD8_GZMK_log,C3_CD4_RORA_nam,C3_CD4_RORA_pva,C3_CD4_RORA_log,C4_CD8_GZMB_nam,C4_CD8_GZMB_pva,C4_CD8_GZMB_log,C6_CD4_CXCL13_nam,C6_CD4_CXCL13_pva,C6_CD4_CXCL13_log,C7_CD8_HAVCR2_nam,C7_CD8_HAVCR2_pva,C7_CD8_HAVCR2_log,C8_CD4_CXCL13_nam,C8_CD4_CXCL13_pva,C8_CD4_CXCL13_log,C9_CD4_EZH2_nam,C9_CD4_EZH2_pva,C9_CD4_EZH2_log
CTBS,0.240642701,0.2811685,MCC,0.983106398,0.17315842,RUNDC3B,0.985670698,0.64456636,NMI,0.195702684,0.35010254,ATP2A1,0.882192979,2.7531912,LIPA,0.097564621,0.55684745,GNL1,0.371753549,0.58128136,LTF,0.245089662,3.7585125,RSPRY1,0.002371524,1.4849592
PPP1R12A,0.240733962,0.122140214,TIGD5,0.983419036,0.48133728,TLR10,0.985670698,0.77326363,EMSY,0.195983455,1.0950123,SOWAHA,0.882412662,2.1467297,MYCBP,0.097573526,0.7449954,STIM2,0.372117101,0.529415,BOD1,0.245342871,0.9393986,ATP6V1D,0.002373962,0.8500494
GMCL1,0.241151463,0.3366927,SEMA3C,0.983436405,0.15894392,FHAD1,0.98569042,0.4899547,PELP1,0.196248899,0.818584,CA12,0.882412662,2.0399728,DPP3,0.097787428,0.7793604,PFDN2,0.372662842,0.2310092,ABHD3,0.245583591,0.4362879,NUDT15,0.002377215,2.3087373
GAK,0.24119063,0.3364303,ZNF781,0.983696939,0.111169934,TMEM91,0.98569042,0.23935148,OSBPL3,0.196426008,1.0799211,ENTPD8,0.88247543,1.9209363,MRPS34,0.097863274,0.3022381,LTB4R,0.373512757,1.0933993,PLPP5,0.245710352,0.7292921,MRPL1,0.002396821,0.9999771
TMEM167B,0.241525908,0.42860037,XKR6,0.98385326,0.13876513,ANKHD1-EIF4EBP3,0.98569042,0.44244716,SREBF2,0.196592805,1.0204116,ADPRHL1,0.882506814,1.8920993,PSME3,0.097903448,0.9004118,ZNF444,0.373743656,0.8380633,AKR1A1,0.246002076,0.40800208,HSP90AB1,0.002401472,0.8489238
TOR4A,0.241682774,1.5654758,CAPN7,0.983940106,0.2665843,SLC15A2,0.98569042,0.6478168,IFT172,0.196665812,2.203645,CASKIN2,0.882506814,1.8764865,RTCA,0.097970432,0.46530995,PRKRA,0.373938165,0.6139768,ARHGAP30,0.246179766,0.277147,KAT7,0.002410524,1.4139972
GGT7,0.24182663,1.0161238,SLC29A3,0.984174589,0.124180846,CALCA,0.985710142,0.33979568,PI4KA,0.196874511,0.8453297,SRR,0.882569584,0.8659155,ATP8B4,0.097983833,2.4045353,RICTOR,0.373950324,0.26783353,AGPS,0.246255946,1.1906294,SF3A1,0.002434259,0.96221894
STX6,0.242066525,0.55803114,PUS7,0.984261435,0.39573967,SEMA6A,0.985710142,0.30546445,AP2B1,0.197328992,0.2912746,ARL15,0.88272651,0.4576665,CKAP5,0.097997236,1.1053516,DGAT1,0.374144899,1.4863957,FRG1,0.246281343,0.3444434,RBM28,0.002434537,1.5465622
EPHB6,0.242197447,0.81602836,RPP40,0.984400389,0.4314303,PNMA3,0.986055272,0.14144161,SETDB2,0.197417888,0.75084347,ETF1,0.883071764,0.26366815,PBK,0.098064272,2.5991778,UBE2N,0.374497727,0.19509989,MED11,0.246421061,0.7580771,FLOT2,0.002444815,1.2883143
MFHAS1,0.242284756,0.38023663,ANKMY1,0.984435128,0.08968095,ZNF546,0.986084854,0.37881294,HIPK2,0.197470194,1.060764,ACP2,0.883213011,0.38711154,CENPN,0.098144763,1.5702931,HYI,0.374546409,1.0775739,HAUS1,0.246573543,0.5871761,MAEA,0.002471108,0.8819521
STX8,0.242350253,0.17667413,TMPRSS2,0.984565398,0.20812808,WNT2B,0.986282073,0.07771199,TRIP11,0.197506814,0.49281856,TCTE3,0.883260094,0.65468884,RBM7,0.098449318,0.61428344,POP4,0.374753352,0.4791946,PRR13,0.246827826,0.34029672,TRAIP,0.002473076,4.9155874
GALNT10,0.242363353,0.36985785,RIPK1,0.984747776,0.2956444,PRPSAP2,0.986370821,0.24192423,PHF19,0.197527742,0.51211756,RPUSD1,0.883291483,0.364745,TIMM10B,0.098700694,1.0367819,RABL6,0.374923828,0.8301529,PPP1R12A,0.246865984,0.3047913,TMEM126A,0.002495956,0.9530692
TAF9B,0.242472546,0.711004,JSRP1,0.984843308,0.19011104,SNAI1,0.987209011,0.63438606,GUK1,0.197606236,0.15317374,NUP155,0.883432735,0.4384086,UBE2D1,0.098709681,0.64960414,TRIM16,0.375021264,0.86949694,CYC1,0.246942314,0.3399147,ASB8,0.0025136,0.93641526
LLPH,0.242476914,0.23591653,FAM185A,0.984860678,0.31049672,BPGM,0.987327345,0.2688701,C19orf25,0.197852332,0.35771737,PIP5K1C,0.883699555,0.5780576,CCRL2,0.098745636,2.1491706,STAU2,0.375155265,0.7870721,PANK4,0.247298735,1.5076576,C4orf48,0.002525903,0.68843925
GLTP,0.242625474,0.31672537,FAM13A,0.984886732,0.41745925,PVR,0.987366789,0.48292232,RCN1,0.197883765,1.1230158,TMEM185A,0.883856515,0.5526014,SPRYD3,0.098853565,1.17874,MAX,0.375301481,0.3465023,POLR1E,0.247324207,0.77103645,LMAN2,0.002531357,0.7117653
ARFGAP2,0.242734749,0.23706812,ALPK1,0.985051743,0.11968193,CCDC150,0.987366789,0.69158214,CRTC3,0.197962362,0.420054,CCDC65,0.884170447,0.52492684,INSIG1,0.098921068,0.55894333,GCSH,0.375520872,0.8217489,BAK1,0.247859553,0.6760712,ELOVL1,0.002536534,1.2911905
UBE2H,0.244632893,0.38225594,ZNF571,0.985242808,0.21245301,B4GALNT3,0.987465401,0.48217902,ADD1,0.198166823,0.39750484,CDK11A,0.884296025,0.14561294,FAM111A,0.09900212,0.5081669,MGST2,0.375545254,0.5994372,MPND,0.247999896,1.7054706,SNAP47,0.002536822,0.79990536
ACTN1,0.245284064,0.7324071,ABHD15,0.985928914,0.30146033,PANK1,0.987485123,0.4784877,MLF1,0.198345197,1.4456458,ACVR1B,0.88432742,1.1035153,RCC2,0.099056185,1.1269277,POLR1E,0.375740342,0.58793557,SLC22A18,0.248012658,0.8430932,UCHL5,0.002540567,1.290205
IDH3G,0.245336915,0.17347306,LYRM9,0.986102614,0.13073494,PRDM11,0.987504846,0.36860704,TRDMT1,0.198581461,1.6391298,PEX3,0.884405908,0.38439107,MCUR1,0.099259136,0.86434895,FAM160A2,0.375874501,0.81875277,FAM200B,0.248025419,0.44682813,RPP30,0.002547206,1.3175285
IDH3A,0.245640962,0.5109084,SWT1,0.98693638,0.16276881,VCAM1,0.987573874,0.28881815,KLF5,0.198655007,1.5753958,FRAT2,0.884672776,1.0052036,FANCA,0.099381066,1.1464177,UROS,0.376069695,0.5263971,SUPT3H,0.248050944,0.44828027,CYB5R4,0.00255415,1.3406682
JOSD1,0.24568064,0.3063955,DTD2,0.987431436,0.37031537,BCAR1,0.987583735,0.31877965,NOP14,0.19903882,0.6830101,GTF3C5,0.884814065,0.45029163,PRPF31,0.099489548,0.30602726,PPP1R8,0.376545741,0.5552912,SF3A1,0.248255209,0.4431838,PARVG,0.002561983,0.62225777
ATP2A2,0.245839396,0.5239318,RBFA,0.987718049,0.25396577,IL10,0.98762318,0.109217145,RNPEPL1,0.199191444,0.61530274,PUS3,0.885080953,0.38526726,MBD4,0.099688678,0.5198327,BBIP1,0.37687553,0.46287072,PDZD11,0.248907087,0.6143155,SIGMAR1,0.002564599,1.3814807
COMMD10,0.24591439,0.34901035,PGAP1,0.987969923,0.19559482,CHPT1,0.987642903,0.27034885,UBE4A,0.199518031,0.6827158,ZNF17,0.885285053,0.37575826,ZSWIM7,0.099833699,0.70713574,SYNGAP1,0.376997719,1.0083686,PSMB8,0.249022249,0.45278078,MED1,0.002580053,1.301787
CCDC66,0.246112979,0.17922536,INTS5,0.988022035,0.323587,TMEM30B,0.98778096,0.1604851,CENPA,0.199707841,1.7405986,PER2,0.885316454,0.48404947,NUDT8,0.100092435,1.9629163,MIIP,0.377450031,0.51606923,ACAT1,0.249419202,0.5142002,BCKDK,0.002601184,1.4709408
WDR6,0.246824407,0.38888374,FUT7,0.988673438,0.22924787,SNCA,0.987978185,0.07236778,MPHOSPH10,0.200283349,0.43894795,SCAMP3,0.885394956,0.24761738,DEPDC1B,0.100771305,2.7995207,RFX5,0.377535641,0.61021125,HOOK3,0.249470454,0.73475033,EFCAB14,0.002608558,0.9859637
ZDHHC12,0.246850947,0.19349506,GBE1,0.988881889,0.2481285,PPP2R3A,0.988116243,-0.040598292,TCAF1,0.200415517,0.9750926,CD3EAP,0.885551964,1.20067,HERPUD1,0.100945026,0.29937592,NOL7,0.377914915,0.22296156,CTR9,0.249649893,0.81459767,IL17A,0.002613583,3.0542667
NUDT22,0.247058918,0.18306431,GCDH,0.989125082,0.16912696,TUBGCP6,0.988175411,0.1646236,MORF4L2,0.200436669,0.3191622,WWOX,0.885661873,0.551752,NUDCD2,0.100981629,0.3738609,COX6A1,0.378171977,0.20438138,TRA2A,0.249714001,0.37532997,OSTC,0.002615063,0.5831303
DCTN5,0.24724044,0.3963599,HBEGF,0.989324849,0.1958013,PROSER3,0.988441668,0.26440293,BRD3,0.200447246,0.6830325,P4HA2,0.88574038,0.9339927,TCEA1,0.101224392,0.2760243,RASSF7,0.378220953,0.38065323,GABPB1,0.24984225,0.26124397,TDP1,0.002617136,1.7104216
AK1,0.247258155,0.43429592,ROBO1,0.989403019,1.1286929,LLGL1,0.988451529,0.24602711,KLF12,0.200500137,0.5708059,CCDC138,0.886258557,0.89048254,ENO2,0.101274835,0.79329544,KLHDC2,0.379900746,0.3967048,AHCY,0.249855078,0.88337356,SDF4,0.002630795,0.5860413
POLR2F,0.247439779,0.13028862,EGFL8,0.989403019,0.75436926,WDSUB1,0.988451529,0.3206252,PTPN9,0.200537167,0.76273894,MANSC1,0.886399886,0.4381551,TOMM22,0.101421692,0.2815211,RABGGTB,0.381203583,0.33734685,GIGYF2,0.250188753,0.59077525,RABGGTB,0.002631986,0.7642918
STAT2,0.24752841,0.4568675,ZNF135,0.989403019,0.818635,SUMF1,0.988688202,0.11907525,PAICS,0.200611242,0.84948695,CUL4A,0.8864627,0.15854754,CUTC,0.101495184,0.82085764,SNAPIN,0.381560496,0.48741,SPATA5,0.2503814,1.8655859,BRMS1,0.002633475,0.6579841
ELK1,0.248034031,0.70857835,ZNF667,0.989403019,0.9794367,HINFP,0.988845985,0.23931944,TOMM5,0.200669457,0.42819008,WBP1,0.886494108,0.7467024,NFKBIB,0.101564121,0.68653643,SLC35F2,0.381769817,1.0448015,ERLEC1,0.25057415,0.44721356,TCIRG1,0.00264153,0.63972235
PPP1R3F,0.249034088,2.0990257,NTN4,0.989403019,1.6783724,MAN2A1,0.988964323,0.20064138,ZFAND5,0.200828289,0.23534791,AP1S3,0.886588331,0.8088475,FAM160B1,0.10170671,0.69961786,OSGEP,0.381843711,0.37456495,CUL5,0.250818449,0.6173935,MPLKIP,0.002649907,0.7086858
PPP1R18,0.249283429,0.12564135,ZDHHC11B,0.98942039,1.130068,ZNF12,0.98908266,0.24199432,SEL1L3,0.201268202,0.48826778,ENDOG,0.886588331,0.76809883,BTN2A2,0.101863281,1.2001026,MED8,0.382065448,0.6566673,ALG13,0.250972829,0.48608956,COQ4,0.002653205,0.89840865
MAPK13,0.24968452,0.497936,SRPX2,0.98942039,0.4408934,SPTBN5,0.989250306,0.8181496,STK38,0.201289421,0.5463679,CD68,0.88687101,0.4561902,BLOC1S4,0.10201543,0.6744728,CRLS1,0.382743465,0.6876509,PRPF18,0.251140148,0.5864267,BRIX1,0.002658008,1.1947975
ASCC1,0.250322737,0.46334395,MLC1,0.98942039,0.14941862,MT3,0.989250306,0.741431,PTS,0.201379617,0.6959869,F2RL3,0.886949535,2.706797,THG1L,0.102297151,1.153859,N4BP2,0.383175315,0.65952647,C3orf14,0.251178771,1.6335833,MED4,0.002668845,0.66954535
CDKAL1,0.250809974,0.87786645,NLGN4Y,0.98942039,0.49119344,SLC6A4,0.989250306,0.82108057,ECT2,0.201623825,2.1362014,PCSK9,0.887043766,2.5749085,ZFYVE28,0.102366522,0.89715725,ANAPC7,0.383570409,0.74570835,SUMO3,0.251307546,0.36241272,MRPL17,0.002680327,1.1703726
AAMP,0.250818921,0.22384514,PDZD4,0.989437761,0.21052547,CHP2,0.989270029,0.845867,MAP3K3,0.201825726,1.1461841,KIR2DL1,0.887043766,2.4050333,TYSND1,0.10281138,1.2674708,CUL3,0.383706281,0.51112837,YIPF1,0.25144925,1.1206628,RAD50,0.002684265,0.8703825
SERGEF,0.251418831,0.48029447,RHBDL2,0.989437761,0.40506488,PCSK6,0.989270029,0.5594848,IPO8,0.202096928,1.1960034,NXPE4,0.887075176,2.3283796,CEP290,0.102964655,0.8929313,CSNK1G2,0.383780405,0.6305864,DYNLT1,0.251732827,0.31278557,NAA50,0.002698244,0.95612985
BDH2,0.251432273,0.6156431,SALL2,0.990028381,1.1212461,DUOX2,0.989270029,0.52665913,CRELD2,0.2023897,0.3345645,LYVE1,0.887106587,2.1810963,FKBP4,0.103076242,0.5276946,NAPRT,0.383965754,0.41553682,NT5C,0.2518489,0.37812018,DDX27,0.002718724,0.64625394
DEF6,0.251553277,0.13970406,SP6,0.990028381,0.6971509,BICC1,0.989289752,0.69539666,DHX29,0.202512223,0.44477585,FCGR3B,0.887169409,2.0530803,NDUFAF3,0.10327175,0.29709807,CLNK,0.384559237,0.8850335,DHFR,0.252029532,1.0522982,PLK4,0.002735641,4.6905565
RPP25L,0.25169674,0.28629658,EMCN,0.990028381,1.00889,AMER1,0.989289752,0.45287427,CHCHD1,0.202618809,0.32544577,ZNF440,0.887216526,0.7075977,RBM14,0.103808578,0.64989334,B4GALT7,0.384645834,0.8305839,RHNO1,0.252081157,0.5501359,USP22,0.002761976,1.020338
PSMD12,0.252037695,0.24627216,ENPP1,0.990028381,0.7185584,GLB1L2,0.989289752,0.5982343,LARP4,0.2026348,0.8643965,CD1D,0.887232232,2.0051386,FAM89B,0.103925573,0.6169219,BST2,0.384720069,0.19353008,MAT2A,0.252481507,0.44765934,LRRC45,0.002766024,2.1123734
ANKIB1,0.252428394,0.42362687,LRP3,0.990028381,1.1146984,SLC2A10,0.989289752,0.47463813,SMARCD2,0.202800099,0.979339,SLC2A10,0.887263644,1.9076822,SMARCA5,0.104178639,0.31225353,NDRG3,0.384955204,0.67654556,MED8,0.252546121,0.8829597,MLH1,0.002769453,1.9191979
CXorf65,0.252603672,1.254534,DHRS9,0.990028381,0.9392084,SLC45A1,0.989289752,0.59939903,TBCD,0.203168373,0.42711362,BNC2,0.887326468,1.7126899,MYO1E,0.104366411,2.0986097,EXOC4,0.385983406,0.589592,NCKAP1,0.252662455,2.2774959,DRG2,0.002777575,0.9889783
MVB12A,0.252788029,0.3537682,PIPOX,0.990028381,0.9984208,TSPAN7,0.989289752,0.6014562,POLD2,0.203205762,0.5130905,NOXA1,0.887373586,0.5946979,PTPN18,0.104545043,0.43419015,ALDOC,0.386467115,0.526655,ASPH,0.252882299,1.5774004,SLC39A1,0.002795456,0.8854825
NEK10,0.252810518,1.5962924,LINGO3,0.990028381,0.50721127,PGBD1,0.989289752,0.71555644,BMS1,0.203339333,0.7132109,COPS7B,0.887593478,0.20612918,SYNE1,0.10473805,0.5018303,CCDC137,0.386516747,0.50391924,ARPC1A,0.252985801,0.5009679,PIGX,0.00280554,1.7009575
ORAI1,0.253166031,0.22226581,RBP2,0.990045752,0.4956846,DDTL,0.989289752,0.63879126,CHCHD5,0.203398124,0.27344835,TPCN1,0.887781963,0.6454609,PRPF4B,0.104851161,0.27816463,FOXK1,0.386529156,0.79676604,UBAP1,0.253231737,0.8154462,ITGAL,0.002810595,0.69374794
SMIM10L1,0.253805928,0.27864084,MATR3,0.990045752,0.68733436,SHC2,0.989289752,0.9814395,MLH3,0.204131382,0.86892545,SLC25A46,0.888064703,0.3063553,TOMM5,0.105120188,0.48189965,PPM1B,0.386541565,0.31468526,GPA33,0.253633358,1.7941887,SASS6,0.002815024,2.4705884
TPD52L2,0.253914191,0.34082878,LRRC3,0.990045752,1.3143786,MSR1,0.989289752,0.61058706,KAT2B,0.204533614,0.8711658,KDM4B,0.888080411,0.38847017,OAT,0.105129637,0.7767474,ARL6IP1,0.386665667,0.18059489,MOAP1,0.253814881,0.7743024,SF3B1,0.002818192,0.57701397
WDR33,0.254587042,0.15297428,LEKR1,0.990045752,0.40627673,ADGRG6,0.989289752,0.46422577,TSC22D2,0.204979423,0.9593196,C6orf89,0.888174661,0.196278,CENPM,0.105219441,0.61510265,MRPS28,0.387522634,0.6875479,POLE3,0.253814881,0.43065464,PAPSS1,0.002824538,1.1757236
SRPRB,0.255347179,0.30346715,SLC1A7,0.990045752,0.6100139,TDRD15,0.989309475,0.35031348,SLC20A1,0.205242942,0.48413476,MT1F,0.888237495,0.1649654,C1GALT1,0.105569783,0.5949114,RPRD1B,0.38767179,1.0258971,HVCN1,0.253879733,2.177956,BRWD1,0.002832807,1.0143344
CAMTA1,0.255487614,0.14707355,DNAJC5B,0.990045752,0.71434695,TCN1,0.989309475,0.50853986,RIN3,0.205253704,0.7096708,UQCRB,0.888363165,-0.03670341,SND1,0.105830771,0.550129,TRAF7,0.387920461,0.7059214,SH3BGRL,0.253918649,0.32467392,GOLGA4,0.002834399,0.6264858
GNPDA1,0.255523864,0.48572335,HTRA3,0.990063123,0.9361294,CCNO,0.989309475,0.4246314,SACM1L,0.205296752,0.5254132,RRNAD1,0.888755904,0.5526078,PDCL,0.105968589,0.84144545,SIRT7,0.388281207,0.30584875,C1D,0.254035423,0.28719887,RPP25L,0.002835037,0.9712465
MOSPD1,0.255950072,0.72483444,HRH4,0.990063123,0.63051105,DEPDC4,0.989309475,0.3923563,TROAP,0.205377486,1.6468327,PLCXD1,0.888913007,0.466055,PRCC,0.106011389,0.72753465,ARHGAP1,0.388480326,0.5232742,SLC25A12,0.254295055,1.5457764,DLG1,0.002841736,1.1041338
CHCHD5,0.256499427,0.17450304,TBC1D12,0.990063123,0.51363474,AGBL2,0.989329198,0.49260202,RTN4,0.205452859,0.19629323,LAMC1,0.889038693,1.1005007,WDR55,0.106278009,0.82508266,NUCB1,0.388492773,0.25440398,DDX60L,0.254295055,0.7966107,TXNDC11,0.002854217,1.0781816
ZDHHC18,0.256694849,0.43514222,MAGI2,0.990063123,0.86319757,TREM2,0.989329198,0.6932225,RFC2,0.205522865,0.8055939,THBS3,0.889038693,1.110671,BNIP1,0.10642583,1.4399108,FAM200B,0.388804028,0.32467523,RPA1,0.254334015,0.54677653,PRPSAP1,0.002856141,1.377093
MZT1,0.256831252,0.23284847,KCND1,0.990063123,0.65171045,SPIRE1,0.989329198,0.34272102,PIP5K1A,0.205528251,1.0770779,ITPKC,0.889604312,0.94745934,MED16,0.106487868,0.8200893,MED6,0.388866297,0.39421487,DDT,0.254385969,0.30424538,FAM200B,0.002856462,0.8537524
CCDC90B,0.256917666,0.1755883,PLA2G4F,0.990063123,0.4244665,ZNF66,0.989329198,0.4947828,FBXO9,0.205646766,0.6042258,SGSM2,0.889635737,0.32690787,DNM2,0.106511737,0.4845847,NOC4L,0.388953484,0.7611939,ACOT8,0.254853888,0.81791306,FBXO4,0.002861922,1.7992556
MFAP1,0.25763705,0.35465062,CUEDC1,0.990063123,0.94653076,NXPE4,0.989329198,0.41591173,PDCD5,0.205657542,0.2394058,IFT74,0.889902856,0.32719797,ARMCX3,0.10653561,0.48476994,SRSF8,0.38900331,0.26055807,ZRANB2,0.254957951,0.24946089,SLC16A1,0.002864173,1.9758955
GEMIN6,0.258129584,0.52581286,FCRL1,0.990063123,0.5343554,ALG1L2,0.989329198,0.40399006,RABIF,0.207745099,0.53577304,NLRC3,0.890059991,0.30778262,ENDOD1,0.106569038,1.6741457,HCFC1R1,0.389102975,0.5290727,NOC2L,0.254983972,0.6792474,MTCH1,0.002872547,0.59146833
CDC123,0.258166094,0.15834233,DQX1,0.990063123,0.6335611,SPINK5,0.989348921,0.35372695,ARIH1,0.20786454,0.6664595,DERL1,0.890107132,0.14728749,PDHB,0.106569038,0.37830704,MITD1,0.389501789,0.29202652,APPL1,0.255023006,0.72862387,TOP2B,0.002876097,0.8552009
FLCN,0.258193479,0.80704355,PDZD2,0.990063123,0.39985222,TLR2,0.989348921,0.5837039,ME2,0.208353682,0.6216995,PYROXD2,0.890122846,0.9800839,SIRT6,0.106688495,0.9906713,MRPS23,0.389826008,0.44735608,PDAP1,0.255088072,0.31489074,NDUFS7,0.002890661,0.7727284
PRCC,0.258590786,0.30301946,APCDD1,0.990063123,0.58172333,SCARF2,0.989348921,0.3529737,ZMYM2,0.208424404,0.2812954,DHX36,0.890169988,0.047233958,RHOG,0.106702837,0.32011098,SCCPDH,0.38998818,0.8485072,AIMP2,0.255153149,1.3903662,CNOT1,0.002902686,1.0133337
SRSF8,0.25866847,0.18041945,TMEM52,0.990063123,0.8054215,ZNF502,0.989348921,0.2850268,SPAG1,0.208669348,1.8073153,CACFD1,0.890437132,0.97636664,POLE4,0.107066676,0.29209903,NLRC5,0.390137912,0.45351037,CRYZL1,0.255179184,0.65600884,ETFA,0.002908227,0.5402192
PMPCB,0.259675252,0.19347967,PNOC,0.990063123,0.6773479,HLA-DQB2,0.989368644,0.45024884,GLG1,0.209329009,0.28874382,PLXNB1,0.891191488,0.76362103,CANX,0.107085853,0.31113273,MRPS6,0.390225273,0.19393064,CDC42,0.255244277,0.35311902,CTDNEP1,0.002909532,1.0376621
TNPO3,0.260170482,0.3186786,WDR97,0.990080495,0.32484,FRK,0.989368644,0.3034893,FAM207A,0.209842514,0.5365033,TMX3,0.891411527,0.2353429,LZIC,0.107124214,0.6003491,ESYT2,0.390350094,0.79056656,AURKAIP1,0.255674185,0.30274713,ETF1,0.002919336,1.0278012
USP48,0.260321932,0.27457407,TTC30A,0.990097866,0.33580375,STC2,0.989368644,0.3422301,CAMTA2,0.210148866,1.0156341,GPN2,0.891427245,0.33595702,LEO1,0.107200969,0.86333984,TMED4,0.390624786,0.322251,SPTSSA,0.25614375,0.76755536,NINJ1,0.00294695,0.9756824
PNPLA6,0.260804226,0.60468304,TPSG1,0.990097866,0.5580812,CACNA1D,0.98940809,0.24957919,LMO7,0.210608999,1.0524589,RGS3,0.891505833,0.30208457,LMF2,0.107244164,0.40791926,ARHGAP4,0.391024547,0.3079486,GPBP1L1,0.25667926,0.39379194,NDUFA5,0.00295952,0.6647824
ABHD8,0.261001916,1.3855771,RAI2,0.990097866,0.36752018,KCNK12,0.990581624,0.6875392,CAMTA1,0.210674792,0.3173751,BIVM,0.89175732,0.41244233,TUBA1A,0.107263365,0.29687348,GON4L,0.391037043,0.36324868,EXOSC8,0.257006172,0.5705331,LDLR,0.002966155,2.1928768
RFX5,0.26102031,0.44250235,DDX43,0.990097866,0.45780453,NEURL1,0.99062107,0.5212052,COMMD2,0.21070221,0.4399368,MDM2,0.891898787,0.21635015,ASCC1,0.107990227,0.8438274,SACM1L,0.391199521,0.52167434,SLC41A3,0.257281002,0.7992715,NUDT2,0.002975801,0.97642076
R3HCC1,0.261158301,0.33204156,DSC3,0.990097866,0.4727014,PLPP3,0.990778858,0.5671611,LATS1,0.210954577,1.0911595,ADRA2A,0.891898787,2.1743987,NDUFA8,0.108024017,0.38547933,ZFYVE19,0.39198749,1.0262076,CBL,0.257372657,1.0111009,PRCC,0.002981469,1.0200639
ZRSR2,0.261609423,0.19869584,SEMA3F,0.990097866,0.40953162,IRF2BP1,0.990818305,0.3849242,WDR44,0.211113791,1.4513183,MYH7B,0.891930224,1.9168576,MED7,0.108139932,0.85548884,NOL4L,0.392312964,0.91868967,APH1B,0.257582239,1.5445253,TMED3,0.002986812,0.8431459
IPCEF1,0.261825968,0.17471723,NPNT,0.990097866,0.5494319,PSCA,0.990857752,0.5692013,FAM193A,0.211322547,1.198304,CNTD1,0.891930224,1.9280393,LPIN1,0.108251109,0.353742,PSMD12,0.392375574,0.41161254,NUP54,0.257608446,0.7116277,RNF181,0.00299786,0.69316226
P2RY14,0.261964253,1.9290034,ZNF835,0.990115237,0.2633506,PAGR1,0.990877476,0.3136074,CEP152,0.211762521,1.0521282,TBX1,0.891961662,1.9321927,ING4,0.108376896,0.72317106,TECPR1,0.39240062,0.8907168,SMARCE1,0.25780505,0.37372023,SMAP2,0.003020405,0.64047426
RNF34,0.262430183,0.2626184,TRPM5,0.990115237,0.29497015,LEPR,0.990936646,0.4241196,KIFC1,0.212236231,1.3631604,UGT2B17,0.8919931,1.7948074,TAF15,0.108725835,0.36976075,CPSF7,0.39243819,0.52885,MAD2L1,0.257831272,0.7488814,MICB,0.003026488,1.5952985
CTSV,0.262462496,3.367155,ERVW-1,0.990115237,0.21967715,CLCF1,0.990976093,0.3437202,NT5C,0.212423723,0.28520665,PELI2,0.892024538,1.8943359,DHX9,0.10873554,0.56085837,SUN2,0.393027077,0.24327768,METAP2,0.257975526,0.3284674,TGS1,0.003034956,0.9529347
TRADD,0.262702625,0.10701774,FZD4,0.990115237,0.22191507,CKMT1B,0.99101554,0.36652833,DOCK5,0.212456822,1.8631229,SYBU,0.892024538,1.9455415,BZW2,0.108808352,0.5969859,ABL2,0.393190055,1.0939752,YME1L1,0.258146079,0.2744421,PNKP,0.003035634,0.7144456
RCBTB1,0.263201838,1.2546662,TCHH,0.990132608,-0.024872668,DOCK6,0.991193053,0.19129938,CAMK2N1,0.212898501,1.4138407,MAK16,0.892166011,0.43732023,LRCH4,0.109211945,0.34247142,USP4,0.393440871,0.62200046,TNFAIP3,0.258277327,0.33981496,PRPF8,0.003055366,0.6781913
CDC40,0.263285104,0.19066969,BTBD3,0.990132608,0.31492838,LAMC1,0.991488907,0.14244208,FAM204A,0.213075358,0.2762785,SNPH,0.892244609,1.4036149,TBC1D10A,0.109221685,0.5824564,MRPL36,0.39371688,0.37740237,CYB5R4,0.258474286,0.44907036,PTPN2,0.003055707,0.5373052
PHF19,0.263414664,0.37263006,TGFA,0.990132608,0.1909382,GOLGA1,0.991548078,0.102381356,HMGB3,0.213141707,1.2267827,CRYZL1,0.892323207,0.23245487,BIRC2,0.109543481,0.3878542,SFSWAP,0.393792175,0.5729791,ATIC,0.258500555,0.5335145,TANK,0.003071784,0.5560729
STAT5B,0.263456318,0.26320037,PZP,0.990132608,0.15765798,FERMT1,0.991617111,0.20721279,CUL3,0.213551186,0.5732454,SLC2A8,0.89255901,0.44274038,FAR1,0.109582537,1.4131036,FBL,0.39454561,0.22460525,CD244,0.258934261,1.7927983,TNIP2,0.003096908,0.7592302
MED13,0.26353501,0.33268118,TBC1D8B,0.990132608,0.28435737,ACYP2,0.991676283,0.2137885,GTF3C6,0.213601027,0.22883497,URB2,0.893187863,1.5084062,DHRSX,0.109880704,1.0514048,MRPS16,0.394935226,0.30255044,TIPRL,0.259618699,0.4453917,SDHA,0.003103824,0.62579006
THOC3,0.263692442,0.29376277,PPP1R10,0.990532149,0.1322412,PRMT3,0.99187352,0.41714385,CBLB,0.213684113,0.31303453,MFAP4,0.893926851,0.51686174,TCIRG1,0.110056973,0.40532646,UBE2R2,0.395073532,0.4876279,CHMP4A,0.259645049,0.3644018,ATPAF1,0.003111794,1.4728401
